Index_ID,Team,Season,Conference,Division,GP,W,L,QTL,Pts,GF,GA,Diff
0,Montréal Canadiens,19171918,,,22,13,9,0,26,116,84,32
1,Toronto Arenas,19171918,,,22,13,9,0,26,109,109,0
2,Ottawa Senators (1917),19171918,,,22,9,13,0,18,102,114,-12
3,Montreal Wanderers,19171918,,,6,1,5,0,2,17,37,-20
4,Ottawa Senators (1917),19181919,,,18,12,6,0,24,71,53,18
5,Montréal Canadiens,19181919,,,18,10,8,0,20,88,78,10
6,Toronto Arenas,19181919,,,18,5,13,0,10,64,92,-28
7,Ottawa Senators (1917),19191920,,,24,19,5,0,38,121,64,57
8,Montréal Canadiens,19191920,,,24,13,11,0,26,129,113,16
9,Toronto St. Patricks,19191920,,,24,12,12,0,24,119,106,13
10,Quebec Bulldogs,19191920,,,24,4,20,0,8,91,177,-86
11,Toronto St. Patricks,19201921,,,24,15,9,0,30,105,100,5
12,Ottawa Senators (1917),19201921,,,24,14,10,0,28,97,75,22
13,Montréal Canadiens,19201921,,,24,13,11,0,26,112,99,13
14,Hamilton Tigers,19201921,,,24,6,18,0,12,92,132,-40
15,Ottawa Senators (1917),19211922,,,24,14,8,0,30,106,84,22
16,Toronto St. Patricks,19211922,,,24,13,10,0,27,98,97,1
17,Montréal Canadiens,19211922,,,24,12,11,0,25,88,94,-6
18,Hamilton Tigers,19211922,,,24,7,17,0,14,88,105,-17
19,Ottawa Senators (1917),19221923,,,24,14,9,0,29,77,54,23
20,Montréal Canadiens,19221923,,,24,13,9,0,28,73,61,12
21,Toronto St. Patricks,19221923,,,24,13,10,0,27,82,88,-6
22,Hamilton Tigers,19221923,,,24,6,18,0,12,81,110,-29
23,Ottawa Senators (1917),19231924,,,24,16,8,0,32,74,54,20
24,Montréal Canadiens,19231924,,,24,13,11,0,26,59,48,11
25,Toronto St. Patricks,19231924,,,24,10,14,0,20,59,85,-26
26,Hamilton Tigers,19231924,,,24,9,15,0,18,63,68,-5
27,Hamilton Tigers,19241925,,,30,19,10,0,39,90,60,30
28,Toronto St. Patricks,19241925,,,30,19,11,0,38,90,84,6
29,Montréal Canadiens,19241925,,,30,17,11,0,36,93,56,37
30,Ottawa Senators (1917),19241925,,,30,17,12,0,35,83,66,17
31,Montreal Maroons,19241925,,,30,9,19,0,20,45,65,-20
32,Boston Bruins,19241925,,,30,6,24,0,12,49,119,-70
33,Ottawa Senators (1917),19251926,,,36,24,8,0,52,77,42,35
34,Montreal Maroons,19251926,,,36,20,11,0,45,91,73,18
35,Pittsburgh Pirates,19251926,,,36,19,16,0,39,82,70,12
36,Boston Bruins,19251926,,,36,17,15,0,38,92,85,7
37,New York Americans,19251926,,,36,12,20,0,28,68,89,-21
38,Toronto St. Patricks,19251926,,,36,12,21,0,27,92,114,-22
39,Montréal Canadiens,19251926,,,36,11,24,0,23,79,108,-29
40,Ottawa Senators (1917),19261927,,Canadian,44,30,10,0,64,86,69,17
41,Montréal Canadiens,19261927,,Canadian,44,28,14,0,58,99,67,32
42,Montreal Maroons,19261927,,Canadian,44,20,20,0,44,71,68,3
43,New York Americans,19261927,,Canadian,44,17,25,0,36,82,91,-9
44,Toronto St. Patricks,19261927,,Canadian,44,15,24,0,35,79,94,-15
45,New York Rangers,19261927,,American,44,25,13,0,56,95,72,23
46,Boston Bruins,19261927,,American,44,21,20,0,45,97,89,8
47,Chicago Blackhawks,19261927,,American,44,19,22,0,41,115,116,-1
48,Pittsburgh Pirates,19261927,,American,44,15,26,0,33,79,108,-29
49,Detroit Cougars,19261927,,American,44,12,28,0,28,76,105,-29
50,Montréal Canadiens,19271928,,Canadian,44,26,11,0,59,116,48,68
51,Montreal Maroons,19271928,,Canadian,44,24,14,0,54,96,77,19
52,Ottawa Senators (1917),19271928,,Canadian,44,20,14,0,50,78,57,21
53,Toronto Maple Leafs,19271928,,Canadian,44,18,18,0,44,89,88,1
54,New York Americans,19271928,,Canadian,44,11,27,0,28,63,128,-65
55,Boston Bruins,19271928,,American,44,20,13,0,51,77,70,7
56,New York Rangers,19271928,,American,44,19,16,0,47,94,79,15
57,Pittsburgh Pirates,19271928,,American,44,19,17,0,46,67,76,-9
58,Detroit Cougars,19271928,,American,44,19,19,0,44,88,79,9
59,Chicago Blackhawks,19271928,,American,44,7,34,0,17,68,134,-66
60,Montréal Canadiens,19281929,,Canadian,44,22,7,0,59,71,43,28
61,New York Americans,19281929,,Canadian,44,19,13,0,50,53,53,0
62,Toronto Maple Leafs,19281929,,Canadian,44,21,18,0,47,85,69,16
63,Ottawa Senators (1917),19281929,,Canadian,44,14,17,0,41,54,67,-13
64,Montreal Maroons,19281929,,Canadian,44,15,20,0,39,67,65,2
65,Boston Bruins,19281929,,American,44,26,13,0,57,89,52,37
66,New York Rangers,19281929,,American,44,21,13,0,52,72,65,7
67,Detroit Cougars,19281929,,American,44,19,16,0,47,72,63,9
68,Pittsburgh Pirates,19281929,,American,44,9,27,0,26,46,80,-34
69,Chicago Blackhawks,19281929,,American,44,7,29,0,22,33,85,-52
70,Boston Bruins,19291930,,American,44,38,5,0,77,179,98,81
71,Chicago Blackhawks,19291930,,American,44,21,18,0,47,117,111,6
72,New York Rangers,19291930,,American,44,17,17,0,44,136,143,-7
73,Detroit Cougars,19291930,,American,44,14,24,0,34,117,133,-16
74,Pittsburgh Pirates,19291930,,American,44,5,36,0,13,102,185,-83
75,Montreal Maroons,19291930,,Canadian,44,23,16,0,51,141,114,27
76,Montréal Canadiens,19291930,,Canadian,44,21,14,0,51,142,114,28
77,Ottawa Senators (1917),19291930,,Canadian,44,21,15,0,50,138,118,20
78,Toronto Maple Leafs,19291930,,Canadian,44,17,21,0,40,116,124,-8
79,New York Americans,19291930,,Canadian,44,14,25,0,33,113,161,-48
80,Boston Bruins,19301931,,American,44,28,10,0,62,143,90,53
81,Chicago Blackhawks,19301931,,American,44,24,17,0,51,108,78,30
82,New York Rangers,19301931,,American,44,19,16,0,47,106,87,19
83,Detroit Falcons,19301931,,American,44,16,21,0,39,102,105,-3
84,Philadelphia Quakers,19301931,,American,44,4,36,0,12,76,184,-108
85,Montréal Canadiens,19301931,,Canadian,44,26,10,0,60,129,89,40
86,Toronto Maple Leafs,19301931,,Canadian,44,22,13,0,53,118,99,19
87,Montreal Maroons,19301931,,Canadian,44,20,18,0,46,105,106,-1
88,New York Americans,19301931,,Canadian,44,18,16,0,46,76,74,2
89,Ottawa Senators (1917),19301931,,Canadian,44,10,30,0,24,91,142,-51
90,Montréal Canadiens,19311932,,Canadian,48,25,16,0,57,128,111,17
91,Toronto Maple Leafs,19311932,,Canadian,48,23,18,0,53,155,127,28
92,Montreal Maroons,19311932,,Canadian,48,19,22,0,45,142,139,3
93,New York Americans,19311932,,Canadian,48,16,24,0,40,95,142,-47
94,New York Rangers,19311932,,American,48,23,17,0,54,134,112,22
95,Chicago Blackhawks,19311932,,American,48,18,19,0,47,86,101,-15
96,Detroit Falcons,19311932,,American,48,18,20,0,46,95,108,-13
97,Boston Bruins,19311932,,American,48,15,21,0,42,122,117,5
98,Boston Bruins,19321933,,American,48,25,15,0,58,124,88,36
99,Detroit Red Wings,19321933,,American,48,25,15,0,58,111,93,18
100,New York Rangers,19321933,,American,48,23,17,0,54,135,107,28
101,Chicago Blackhawks,19321933,,American,48,16,20,0,44,88,101,-13
102,Toronto Maple Leafs,19321933,,Canadian,48,24,18,0,54,119,111,8
103,Montreal Maroons,19321933,,Canadian,48,22,20,0,50,135,119,16
104,Montréal Canadiens,19321933,,Canadian,48,18,25,0,41,92,115,-23
105,New York Americans,19321933,,Canadian,48,15,22,0,41,91,118,-27
106,Ottawa Senators (1917),19321933,,Canadian,48,11,27,0,32,88,131,-43
107,Toronto Maple Leafs,19331934,,Canadian,48,26,13,0,61,174,119,55
108,Montréal Canadiens,19331934,,Canadian,48,22,20,0,50,99,101,-2
109,Montreal Maroons,19331934,,Canadian,48,19,18,0,49,117,122,-5
110,New York Americans,19331934,,Canadian,48,15,23,0,40,104,132,-28
111,Ottawa Senators (1917),19331934,,Canadian,48,13,29,0,32,115,143,-28
112,Detroit Red Wings,19331934,,American,48,24,14,0,58,113,98,15
113,Chicago Blackhawks,19331934,,American,48,20,17,0,51,88,83,5
114,New York Rangers,19331934,,American,48,21,19,0,50,120,113,7
115,Boston Bruins,19331934,,American,48,18,25,0,41,111,130,-19
116,Toronto Maple Leafs,19341935,,Canadian,48,30,14,0,64,157,111,46
117,Montreal Maroons,19341935,,Canadian,48,24,19,0,53,123,92,31
118,Montréal Canadiens,19341935,,Canadian,48,19,23,0,44,110,145,-35
119,New York Americans,19341935,,Canadian,48,12,27,0,33,100,142,-42
120,St. Louis Eagles,19341935,,Canadian,48,11,31,0,28,86,144,-58
121,Boston Bruins,19341935,,American,48,26,16,0,58,129,112,17
122,Chicago Blackhawks,19341935,,American,48,26,17,0,57,118,88,30
123,New York Rangers,19341935,,American,48,22,20,0,50,137,139,-2
124,Detroit Red Wings,19341935,,American,48,19,22,0,45,127,114,13
125,Detroit Red Wings,19351936,,American,48,24,16,0,56,124,103,21
126,Boston Bruins,19351936,,American,48,22,20,0,50,92,83,9
127,Chicago Blackhawks,19351936,,American,48,21,19,0,50,93,92,1
128,New York Rangers,19351936,,American,48,19,17,0,50,91,96,-5
129,Montreal Maroons,19351936,,Canadian,48,22,16,0,54,114,106,8
130,Toronto Maple Leafs,19351936,,Canadian,48,23,19,0,52,126,106,20
131,New York Americans,19351936,,Canadian,48,16,25,0,39,109,122,-13
132,Montréal Canadiens,19351936,,Canadian,48,11,26,0,33,82,123,-41
133,Detroit Red Wings,19361937,,American,48,25,14,0,59,128,102,26
134,Boston Bruins,19361937,,American,48,23,18,0,53,120,110,10
135,New York Rangers,19361937,,American,48,19,20,0,47,117,106,11
136,Chicago Blackhawks,19361937,,American,48,14,27,0,35,99,131,-32
137,Montréal Canadiens,19361937,,Canadian,48,24,18,0,54,115,111,4
138,Montreal Maroons,19361937,,Canadian,48,22,17,0,53,126,110,16
139,Toronto Maple Leafs,19361937,,Canadian,48,22,21,0,49,119,115,4
140,New York Americans,19361937,,Canadian,48,15,29,0,34,122,161,-39
141,Boston Bruins,19371938,,American,48,30,11,0,67,142,89,53
142,New York Rangers,19371938,,American,48,27,15,0,60,149,96,53
143,Chicago Blackhawks,19371938,,American,48,14,25,0,37,97,139,-42
144,Detroit Red Wings,19371938,,American,48,12,25,0,35,99,133,-34
145,Toronto Maple Leafs,19371938,,Canadian,48,24,15,0,57,151,127,24
146,New York Americans,19371938,,Canadian,48,19,18,0,49,110,111,-1
147,Montréal Canadiens,19371938,,Canadian,48,18,17,0,49,123,128,-5
148,Montreal Maroons,19371938,,Canadian,48,12,30,0,30,101,149,-48
149,Boston Bruins,19381939,,,48,36,10,0,74,156,76,80
150,New York Rangers,19381939,,,48,26,16,0,58,149,105,44
151,Toronto Maple Leafs,19381939,,,48,19,20,0,47,114,107,7
152,New York Americans,19381939,,,48,17,21,0,44,119,157,-38
153,Detroit Red Wings,19381939,,,48,18,24,0,42,107,128,-21
154,Montréal Canadiens,19381939,,,48,15,24,0,39,115,146,-31
155,Chicago Blackhawks,19381939,,,48,12,28,0,32,91,132,-41
156,Boston Bruins,19391940,,,48,31,12,0,67,170,98,72
157,New York Rangers,19391940,,,48,27,11,0,64,136,77,59
158,Toronto Maple Leafs,19391940,,,48,25,17,0,56,134,110,24
159,Chicago Blackhawks,19391940,,,48,23,19,0,52,112,120,-8
160,Detroit Red Wings,19391940,,,48,16,26,0,38,90,126,-36
161,New York Americans,19391940,,,48,15,29,0,34,106,140,-34
162,Montréal Canadiens,19391940,,,48,10,33,0,25,90,167,-77
163,Boston Bruins,19401941,,,48,27,8,0,67,168,102,66
164,Toronto Maple Leafs,19401941,,,48,28,14,0,62,145,99,46
165,Detroit Red Wings,19401941,,,48,21,16,0,53,112,102,10
166,New York Rangers,19401941,,,48,21,19,0,50,143,125,18
167,Chicago Blackhawks,19401941,,,48,16,25,0,39,112,139,-27
168,Montréal Canadiens,19401941,,,48,16,26,0,38,121,147,-26
169,New York Americans,19401941,,,48,8,29,0,27,99,186,-87
170,New York Rangers,19411942,,,48,29,17,0,60,177,143,34
171,Toronto Maple Leafs,19411942,,,48,27,18,0,57,158,136,22
172,Boston Bruins,19411942,,,48,25,17,0,56,160,118,42
173,Chicago Blackhawks,19411942,,,48,22,23,0,47,145,155,-10
174,Detroit Red Wings,19411942,,,48,19,25,0,42,140,147,-7
175,Montréal Canadiens,19411942,,,48,18,27,0,39,134,173,-39
176,Brooklyn Americans,19411942,,,48,16,29,0,35,133,175,-42
177,Detroit Red Wings,19421943,,,50,25,14,0,61,169,124,45
178,Boston Bruins,19421943,,,50,24,17,0,57,195,176,19
179,Toronto Maple Leafs,19421943,,,50,22,19,0,53,198,159,39
180,Montréal Canadiens,19421943,,,50,19,19,0,50,181,191,-10
181,Chicago Blackhawks,19421943,,,50,17,18,0,49,179,180,-1
182,New York Rangers,19421943,,,50,11,31,0,30,161,253,-92
183,Montréal Canadiens,19431944,,,50,38,5,0,83,234,109,125
184,Detroit Red Wings,19431944,,,50,26,18,0,58,214,177,37
185,Toronto Maple Leafs,19431944,,,50,23,23,0,50,214,174,40
186,Chicago Blackhawks,19431944,,,50,22,23,0,49,178,187,-9
187,Boston Bruins,19431944,,,50,19,26,0,43,223,268,-45
188,New York Rangers,19431944,,,50,6,39,0,17,162,310,-148
189,Montréal Canadiens,19441945,,,50,38,8,0,80,228,121,107
190,Detroit Red Wings,19441945,,,50,31,14,0,67,218,161,57
191,Toronto Maple Leafs,19441945,,,50,24,22,0,52,183,161,22
192,Boston Bruins,19441945,,,50,16,30,0,36,179,219,-40
193,Chicago Blackhawks,19441945,,,50,13,30,0,33,141,194,-53
194,New York Rangers,19441945,,,50,11,29,0,32,154,247,-93
195,Montréal Canadiens,19451946,,,50,28,17,0,61,172,134,38
196,Boston Bruins,19451946,,,50,24,18,0,56,167,156,11
197,Chicago Blackhawks,19451946,,,50,23,20,0,53,200,178,22
198,Detroit Red Wings,19451946,,,50,20,20,0,50,146,159,-13
199,Toronto Maple Leafs,19451946,,,50,19,24,0,45,174,185,-11
200,New York Rangers,19451946,,,50,13,28,0,35,144,191,-47
201,Montréal Canadiens,19461947,,,60,34,16,0,78,189,138,51
202,Toronto Maple Leafs,19461947,,,60,31,19,0,72,209,172,37
203,Boston Bruins,19461947,,,60,26,23,0,63,190,175,15
204,Detroit Red Wings,19461947,,,60,22,27,0,55,190,193,-3
205,New York Rangers,19461947,,,60,22,32,0,50,167,186,-19
206,Chicago Blackhawks,19461947,,,60,19,37,0,42,193,274,-81
207,Toronto Maple Leafs,19471948,,,60,32,15,0,77,182,143,39
208,Detroit Red Wings,19471948,,,60,30,18,0,72,187,148,39
209,Boston Bruins,19471948,,,60,23,24,0,59,167,168,-1
210,New York Rangers,19471948,,,60,21,26,0,55,176,201,-25
211,Montréal Canadiens,19471948,,,60,20,29,0,51,147,169,-22
212,Chicago Blackhawks,19471948,,,60,20,34,0,46,195,225,-30
213,Detroit Red Wings,19481949,,,60,34,19,0,75,195,145,50
214,Boston Bruins,19481949,,,60,29,23,0,66,178,163,15
215,Montréal Canadiens,19481949,,,60,28,23,0,65,152,126,26
216,Toronto Maple Leafs,19481949,,,60,22,25,0,57,147,161,-14
217,Chicago Blackhawks,19481949,,,60,21,31,0,50,173,211,-38
218,New York Rangers,19481949,,,60,18,31,0,47,133,172,-39
219,Detroit Red Wings,19491950,,,70,37,19,0,88,229,164,65
220,Montréal Canadiens,19491950,,,70,29,22,0,77,172,150,22
221,Toronto Maple Leafs,19491950,,,70,31,27,0,74,176,173,3
222,New York Rangers,19491950,,,70,28,31,0,67,170,189,-19
223,Boston Bruins,19491950,,,70,22,32,0,60,198,228,-30
224,Chicago Blackhawks,19491950,,,70,22,38,0,54,203,244,-41
225,Detroit Red Wings,19501951,,,70,44,13,0,101,236,139,97
226,Toronto Maple Leafs,19501951,,,70,41,16,0,95,212,138,74
227,Montréal Canadiens,19501951,,,70,25,30,0,65,173,184,-11
228,Boston Bruins,19501951,,,70,22,30,0,62,178,197,-19
229,New York Rangers,19501951,,,70,20,29,0,61,169,201,-32
230,Chicago Blackhawks,19501951,,,70,13,47,0,36,171,280,-109
231,Detroit Red Wings,19511952,,,70,44,14,0,100,215,133,82
232,Montréal Canadiens,19511952,,,70,34,26,0,78,195,164,31
233,Toronto Maple Leafs,19511952,,,70,29,25,0,74,168,157,11
234,Boston Bruins,19511952,,,70,25,29,0,66,162,176,-14
235,New York Rangers,19511952,,,70,23,34,0,59,192,219,-27
236,Chicago Blackhawks,19511952,,,70,17,44,0,43,158,241,-83
237,Detroit Red Wings,19521953,,,70,36,16,0,90,222,133,89
238,Montréal Canadiens,19521953,,,70,28,23,0,75,155,148,7
239,Boston Bruins,19521953,,,70,28,29,0,69,152,172,-20
240,Chicago Blackhawks,19521953,,,70,27,28,0,69,169,175,-6
241,Toronto Maple Leafs,19521953,,,70,27,30,0,67,156,167,-11
242,New York Rangers,19521953,,,70,17,37,0,50,152,211,-59
243,Detroit Red Wings,19531954,,,70,37,19,0,88,191,132,59
244,Montréal Canadiens,19531954,,,70,35,24,0,81,195,141,54
245,Toronto Maple Leafs,19531954,,,70,32,24,0,78,152,131,21
246,Boston Bruins,19531954,,,70,32,28,0,74,177,181,-4
247,New York Rangers,19531954,,,70,29,31,0,68,161,182,-21
248,Chicago Blackhawks,19531954,,,70,12,51,0,31,133,242,-109
249,Detroit Red Wings,19541955,,,70,42,17,0,95,204,134,70
250,Montréal Canadiens,19541955,,,70,41,18,0,93,228,157,71
251,Toronto Maple Leafs,19541955,,,70,24,24,0,70,147,135,12
252,Boston Bruins,19541955,,,70,23,26,0,67,169,188,-19
253,New York Rangers,19541955,,,70,17,35,0,52,150,210,-60
254,Chicago Blackhawks,19541955,,,70,13,40,0,43,161,235,-74
255,Montréal Canadiens,19551956,,,70,45,15,0,100,222,131,91
256,Detroit Red Wings,19551956,,,70,30,24,0,76,183,148,35
257,New York Rangers,19551956,,,70,32,28,0,74,204,203,1
258,Toronto Maple Leafs,19551956,,,70,24,33,0,61,153,181,-28
259,Boston Bruins,19551956,,,70,23,34,0,59,147,185,-38
260,Chicago Blackhawks,19551956,,,70,19,39,0,50,155,216,-61
261,Detroit Red Wings,19561957,,,70,38,20,0,88,198,157,41
262,Montréal Canadiens,19561957,,,70,35,23,0,82,210,155,55
263,Boston Bruins,19561957,,,70,34,24,0,80,195,174,21
264,New York Rangers,19561957,,,70,26,30,0,66,184,227,-43
265,Toronto Maple Leafs,19561957,,,70,21,34,0,57,174,192,-18
266,Chicago Blackhawks,19561957,,,70,16,39,0,47,169,225,-56
267,Montréal Canadiens,19571958,,,70,43,17,0,96,250,158,92
268,New York Rangers,19571958,,,70,32,25,0,77,195,188,7
269,Detroit Red Wings,19571958,,,70,29,29,0,70,176,207,-31
270,Boston Bruins,19571958,,,70,27,28,0,69,199,194,5
271,Chicago Blackhawks,19571958,,,70,24,39,0,55,163,202,-39
272,Toronto Maple Leafs,19571958,,,70,21,38,0,53,192,226,-34
273,Montréal Canadiens,19581959,,,70,39,18,0,91,258,158,100
274,Boston Bruins,19581959,,,70,32,29,0,73,205,215,-10
275,Chicago Blackhawks,19581959,,,70,28,29,0,69,197,208,-11
276,Toronto Maple Leafs,19581959,,,70,27,32,0,65,189,201,-12
277,New York Rangers,19581959,,,70,26,32,0,64,201,217,-16
278,Detroit Red Wings,19581959,,,70,25,37,0,58,167,218,-51
279,Montréal Canadiens,19591960,,,70,40,18,0,92,255,178,77
280,Toronto Maple Leafs,19591960,,,70,35,26,0,79,199,195,4
281,Chicago Blackhawks,19591960,,,70,28,29,0,69,191,180,11
282,Detroit Red Wings,19591960,,,70,26,29,0,67,186,197,-11
283,Boston Bruins,19591960,,,70,28,34,0,64,220,241,-21
284,New York Rangers,19591960,,,70,17,38,0,49,187,247,-60
285,Montréal Canadiens,19601961,,,70,41,19,0,92,254,188,66
286,Toronto Maple Leafs,19601961,,,70,39,19,0,90,234,176,58
287,Chicago Blackhawks,19601961,,,70,29,24,0,75,198,180,18
288,Detroit Red Wings,19601961,,,70,25,29,0,66,195,215,-20
289,New York Rangers,19601961,,,70,22,38,0,54,204,248,-44
290,Boston Bruins,19601961,,,70,15,42,0,43,176,254,-78
291,Montréal Canadiens,19611962,,,70,42,14,0,98,259,166,93
292,Toronto Maple Leafs,19611962,,,70,37,22,0,85,232,180,52
293,Chicago Blackhawks,19611962,,,70,31,26,0,75,217,186,31
294,New York Rangers,19611962,,,70,26,32,0,64,195,207,-12
295,Detroit Red Wings,19611962,,,70,23,33,0,60,184,219,-35
296,Boston Bruins,19611962,,,70,15,47,0,38,177,306,-129
297,Toronto Maple Leafs,19621963,,,70,35,23,0,82,221,180,41
298,Chicago Blackhawks,19621963,,,70,32,21,0,81,194,178,16
299,Montréal Canadiens,19621963,,,70,28,19,0,79,225,183,42
300,Detroit Red Wings,19621963,,,70,32,25,0,77,200,194,6
301,New York Rangers,19621963,,,70,22,36,0,56,211,233,-22
302,Boston Bruins,19621963,,,70,14,39,0,45,198,281,-83
303,Montréal Canadiens,19631964,,,70,36,21,0,85,209,167,42
304,Chicago Blackhawks,19631964,,,70,36,22,0,84,218,169,49
305,Toronto Maple Leafs,19631964,,,70,33,25,0,78,192,172,20
306,Detroit Red Wings,19631964,,,70,30,29,0,71,191,204,-13
307,New York Rangers,19631964,,,70,22,38,0,54,186,242,-56
308,Boston Bruins,19631964,,,70,18,40,0,48,170,212,-42
309,Detroit Red Wings,19641965,,,70,40,23,0,87,224,175,49
310,Montréal Canadiens,19641965,,,70,36,23,0,83,211,185,26
311,Chicago Blackhawks,19641965,,,70,34,28,0,76,224,176,48
312,Toronto Maple Leafs,19641965,,,70,30,26,0,74,204,173,31
313,New York Rangers,19641965,,,70,20,38,0,52,179,246,-67
314,Boston Bruins,19641965,,,70,21,43,0,48,166,253,-87
315,Montréal Canadiens,19651966,,,70,41,21,0,90,239,173,66
316,Chicago Blackhawks,19651966,,,70,37,25,0,82,240,187,53
317,Toronto Maple Leafs,19651966,,,70,34,25,0,79,208,187,21
318,Detroit Red Wings,19651966,,,70,31,27,0,74,221,194,27
319,Boston Bruins,19651966,,,70,21,43,0,48,174,275,-101
320,New York Rangers,19651966,,,70,18,41,0,47,195,261,-66
321,Chicago Blackhawks,19661967,,,70,41,17,0,94,264,170,94
322,Montréal Canadiens,19661967,,,70,32,25,0,77,202,188,14
323,Toronto Maple Leafs,19661967,,,70,32,27,0,75,204,211,-7
324,New York Rangers,19661967,,,70,30,28,0,72,188,189,-1
325,Detroit Red Wings,19661967,,,70,27,39,0,58,212,241,-29
326,Boston Bruins,19661967,,,70,17,43,0,44,182,253,-71
327,Montréal Canadiens,19671968,,East,74,42,22,0,94,236,167,69
328,New York Rangers,19671968,,East,74,39,23,0,90,226,183,43
329,Boston Bruins,19671968,,East,74,37,27,0,84,259,216,43
330,Chicago Blackhawks,19671968,,East,74,32,26,0,80,212,222,-10
331,Toronto Maple Leafs,19671968,,East,74,33,31,0,76,209,176,33
332,Detroit Red Wings,19671968,,East,74,27,35,0,66,245,257,-12
333,Philadelphia Flyers,19671968,,West,74,31,32,0,73,173,179,-6
334,Los Angeles Kings,19671968,,West,74,31,33,0,72,200,224,-24
335,St. Louis Blues,19671968,,West,74,27,31,0,70,177,191,-14
336,Minnesota North Stars,19671968,,West,74,27,32,0,69,191,226,-35
337,Pittsburgh Penguins,19671968,,West,74,27,34,0,67,195,216,-21
338,Oakland Seals,19671968,,West,74,15,42,0,47,153,219,-66
339,Montréal Canadiens,19681969,,East,76,46,19,0,103,271,202,69
340,Boston Bruins,19681969,,East,76,42,18,0,100,303,221,82
341,New York Rangers,19681969,,East,76,41,26,0,91,231,196,35
342,Toronto Maple Leafs,19681969,,East,76,35,26,0,85,234,217,17
343,Detroit Red Wings,19681969,,East,76,33,31,0,78,239,221,18
344,Chicago Blackhawks,19681969,,East,76,34,33,0,77,280,246,34
345,St. Louis Blues,19681969,,West,76,37,25,0,88,204,157,47
346,Oakland Seals,19681969,,West,76,29,36,0,69,219,251,-32
347,Philadelphia Flyers,19681969,,West,76,20,35,0,61,174,225,-51
348,Los Angeles Kings,19681969,,West,76,24,42,0,58,185,260,-75
349,Pittsburgh Penguins,19681969,,West,76,20,45,0,51,189,252,-63
350,Minnesota North Stars,19681969,,West,76,18,43,0,51,189,270,-81
351,Chicago Blackhawks,19691970,,East,76,45,22,0,99,250,170,80
352,Boston Bruins,19691970,,East,76,40,17,0,99,277,216,61
353,Detroit Red Wings,19691970,,East,76,40,21,0,95,246,199,47
354,New York Rangers,19691970,,East,76,38,22,0,92,246,189,57
355,Montréal Canadiens,19691970,,East,76,38,22,0,92,244,201,43
356,Toronto Maple Leafs,19691970,,East,76,29,34,0,71,222,242,-20
357,St. Louis Blues,19691970,,West,76,37,27,0,86,224,179,45
358,Pittsburgh Penguins,19691970,,West,76,26,38,0,64,182,238,-56
359,Minnesota North Stars,19691970,,West,76,19,35,0,60,224,257,-33
360,Oakland Seals,19691970,,West,76,22,40,0,58,169,243,-74
361,Philadelphia Flyers,19691970,,West,76,17,35,0,58,197,225,-28
362,Los Angeles Kings,19691970,,West,76,14,52,0,38,168,290,-122
363,Boston Bruins,19701971,,East,78,57,14,0,121,399,207,192
364,New York Rangers,19701971,,East,78,49,18,0,109,259,177,82
365,Montréal Canadiens,19701971,,East,78,42,23,0,97,291,216,75
366,Toronto Maple Leafs,19701971,,East,78,37,33,0,82,248,211,37
367,Buffalo Sabres,19701971,,East,78,24,39,0,63,217,291,-74
368,Vancouver Canucks,19701971,,East,78,24,46,0,56,229,296,-67
369,Detroit Red Wings,19701971,,East,78,22,45,0,55,209,308,-99
370,Chicago Blackhawks,19701971,,West,78,49,20,0,107,277,184,93
371,St. Louis Blues,19701971,,West,78,34,25,0,87,223,208,15
372,Philadelphia Flyers,19701971,,West,78,28,33,0,73,207,225,-18
373,Minnesota North Stars,19701971,,West,78,28,34,0,72,191,223,-32
374,Los Angeles Kings,19701971,,West,78,25,40,0,63,239,303,-64
375,Pittsburgh Penguins,19701971,,West,78,21,37,0,62,221,240,-19
376,California Golden Seals,19701971,,West,78,20,53,0,45,199,320,-121
377,Boston Bruins,19711972,,East,78,54,13,0,119,330,204,126
378,New York Rangers,19711972,,East,78,48,17,0,109,317,192,125
379,Montréal Canadiens,19711972,,East,78,46,16,0,108,307,205,102
380,Toronto Maple Leafs,19711972,,East,78,33,31,0,80,209,208,1
381,Detroit Red Wings,19711972,,East,78,33,35,0,76,261,262,-1
382,Buffalo Sabres,19711972,,East,78,16,43,0,51,203,289,-86
383,Vancouver Canucks,19711972,,East,78,20,50,0,48,203,297,-94
384,Chicago Blackhawks,19711972,,West,78,46,17,0,107,256,166,90
385,Minnesota North Stars,19711972,,West,78,37,29,0,86,212,191,21
386,St. Louis Blues,19711972,,West,78,28,39,0,67,208,247,-39
387,Pittsburgh Penguins,19711972,,West,78,26,38,0,66,220,258,-38
388,Philadelphia Flyers,19711972,,West,78,26,38,0,66,200,236,-36
389,California Golden Seals,19711972,,West,78,21,39,0,60,216,288,-72
390,Los Angeles Kings,19711972,,West,78,20,49,0,49,206,305,-99
391,Montréal Canadiens,19721973,,East,78,52,10,0,120,329,184,145
392,Boston Bruins,19721973,,East,78,51,22,0,107,330,235,95
393,New York Rangers,19721973,,East,78,47,23,0,102,297,208,89
394,Buffalo Sabres,19721973,,East,78,37,27,0,88,257,219,38
395,Detroit Red Wings,19721973,,East,78,37,29,0,86,265,243,22
396,Toronto Maple Leafs,19721973,,East,78,27,41,0,64,247,279,-32
397,Vancouver Canucks,19721973,,East,78,22,47,0,53,233,339,-106
