Index_ID,Team,Season,Conference,Division,GP,W,L,QTL,Pts,GF,GA,Diff
1432,St. Louis Blues,20152016,Western,Central,82,49,24,9,107,224,201,23
1433,Chicago Blackhawks,20152016,Western,Central,82,47,26,9,103,235,209,26
1434,Nashville Predators,20152016,Western,Central,82,41,27,14,96,228,215,13
1435,Minnesota Wild,20152016,Western,Central,82,38,33,11,87,216,206,10
1436,Colorado Avalanche,20152016,Western,Central,82,39,39,4,82,216,240,-24
1437,Winnipeg Jets,20152016,Western,Central,82,35,39,8,78,215,239,-24
1438,Anaheim Ducks,20152016,Western,Pacific,82,46,25,11,103,218,192,26
1439,Los Angeles Kings,20152016,Western,Pacific,82,48,28,6,102,225,195,30
1440,San Jose Sharks,20152016,Western,Pacific,82,46,30,6,98,241,210,31
1441,Arizona Coyotes,20152016,Western,Pacific,82,35,39,8,78,209,245,-36
1442,Calgary Flames,20152016,Western,Pacific,82,35,40,7,77,231,260,-29
1443,Vancouver Canucks,20152016,Western,Pacific,82,31,38,13,75,191,243,-52
1444,Edmonton Oilers,20152016,Western,Pacific,82,31,43,8,70,203,245,-42
1445,Washington Capitals,20162017,Eastern,Metropolitan,82,55,19,8,118,263,182,81
1446,Pittsburgh Penguins,20162017,Eastern,Metropolitan,82,50,21,11,111,282,234,48
1447,Columbus Blue Jackets,20162017,Eastern,Metropolitan,82,50,24,8,108,249,195,54
1448,New York Rangers,20162017,Eastern,Metropolitan,82,48,28,6,102,256,220,36
1449,New York Islanders,20162017,Eastern,Metropolitan,82,41,29,12,94,241,242,-1
1450,Philadelphia Flyers,20162017,Eastern,Metropolitan,82,39,33,10,88,219,236,-17
1451,Carolina Hurricanes,20162017,Eastern,Metropolitan,82,36,31,15,87,215,236,-21
1452,New Jersey Devils,20162017,Eastern,Metropolitan,82,28,40,14,70,183,244,-61
1453,Montréal Canadiens,20162017,Eastern,Atlantic,82,47,26,9,103,226,200,26
1454,Ottawa Senators,20162017,Eastern,Atlantic,82,44,28,10,98,212,214,-2
1455,Boston Bruins,20162017,Eastern,Atlantic,82,44,31,7,95,234,212,22
1456,Toronto Maple Leafs,20162017,Eastern,Atlantic,82,40,27,15,95,251,242,9
1457,Tampa Bay Lightning,20162017,Eastern,Atlantic,82,42,30,10,94,234,227,7
1458,Florida Panthers,20162017,Eastern,Atlantic,82,35,36,11,81,210,237,-27
1459,Detroit Red Wings,20162017,Eastern,Atlantic,82,33,36,13,79,207,244,-37
1460,Buffalo Sabres,20162017,Eastern,Atlantic,82,33,37,12,78,201,237,-36
1461,Chicago Blackhawks,20162017,Western,Central,82,50,23,9,109,244,213,31
1462,Minnesota Wild,20162017,Western,Central,82,49,25,8,106,266,208,58
1463,St. Louis Blues,20162017,Western,Central,82,46,29,7,99,235,218,17
1464,Nashville Predators,20162017,Western,Central,82,41,29,12,94,240,224,16
1465,Winnipeg Jets,20162017,Western,Central,82,40,35,7,87,249,256,-7
1466,Dallas Stars,20162017,Western,Central,82,34,37,11,79,223,262,-39
1467,Colorado Avalanche,20162017,Western,Central,82,22,56,4,48,166,278,-112
1468,Anaheim Ducks,20162017,Western,Pacific,82,46,23,13,105,223,200,23
1469,Edmonton Oilers,20162017,Western,Pacific,82,47,26,9,103,247,212,35
1470,San Jose Sharks,20162017,Western,Pacific,82,46,29,7,99,221,201,20
1471,Calgary Flames,20162017,Western,Pacific,82,45,33,4,94,226,221,5
1472,Los Angeles Kings,20162017,Western,Pacific,82,39,35,8,86,201,205,-4
1473,Arizona Coyotes,20162017,Western,Pacific,82,30,42,10,70,197,260,-63
1474,Vancouver Canucks,20162017,Western,Pacific,82,30,43,9,69,182,243,-61
1475,Washington Capitals,20172018,Eastern,Metropolitan,82,49,26,7,105,259,239,20
1476,Pittsburgh Penguins,20172018,Eastern,Metropolitan,82,47,29,6,100,272,250,22
1477,Philadelphia Flyers,20172018,Eastern,Metropolitan,82,42,26,14,98,251,243,8
1478,Columbus Blue Jackets,20172018,Eastern,Metropolitan,82,45,30,7,97,242,230,12
1479,New Jersey Devils,20172018,Eastern,Metropolitan,82,44,29,9,97,248,244,4
1480,Carolina Hurricanes,20172018,Eastern,Metropolitan,82,36,35,11,83,228,256,-28
1481,New York Islanders,20172018,Eastern,Metropolitan,82,35,37,10,80,264,296,-32
1482,New York Rangers,20172018,Eastern,Metropolitan,82,34,39,9,77,231,268,-37
1483,Tampa Bay Lightning,20172018,Eastern,Atlantic,82,54,23,5,113,296,236,60
1484,Boston Bruins,20172018,Eastern,Atlantic,82,50,20,12,112,270,214,56
1485,Toronto Maple Leafs,20172018,Eastern,Atlantic,82,49,26,7,105,277,232,45
1486,Florida Panthers,20172018,Eastern,Atlantic,82,44,30,8,96,248,246,2
1487,Detroit Red Wings,20172018,Eastern,Atlantic,82,30,39,13,73,217,255,-38
1488,Montréal Canadiens,20172018,Eastern,Atlantic,82,29,40,13,71,209,264,-55
1489,Ottawa Senators,20172018,Eastern,Atlantic,82,28,43,11,67,221,291,-70
1490,Buffalo Sabres,20172018,Eastern,Atlantic,82,25,45,12,62,199,280,-81
1491,Nashville Predators,20172018,Western,Central,82,53,18,11,117,267,211,56
1492,Winnipeg Jets,20172018,Western,Central,82,52,20,10,114,277,218,59
1493,Minnesota Wild,20172018,Western,Central,82,45,26,11,101,253,232,21
1494,Colorado Avalanche,20172018,Western,Central,82,43,30,9,95,257,237,20
1495,St. Louis Blues,20172018,Western,Central,82,44,32,6,94,226,222,4
1496,Dallas Stars,20172018,Western,Central,82,42,32,8,92,235,225,10
1497,Chicago Blackhawks,20172018,Western,Central,82,33,39,10,76,229,256,-27
1498,Vegas Golden Knights,20172018,Western,Pacific,82,51,24,7,109,272,228,44
1499,Anaheim Ducks,20172018,Western,Pacific,82,44,25,13,101,235,216,19
1500,San Jose Sharks,20172018,Western,Pacific,82,45,27,10,100,252,229,23
1501,Los Angeles Kings,20172018,Western,Pacific,82,45,29,8,98,239,203,36
1502,Calgary Flames,20172018,Western,Pacific,82,37,35,10,84,218,248,-30
1503,Edmonton Oilers,20172018,Western,Pacific,82,36,40,6,78,234,263,-29
1504,Vancouver Canucks,20172018,Western,Pacific,82,31,40,11,73,218,264,-46
1505,Arizona Coyotes,20172018,Western,Pacific,82,29,41,12,70,208,256,-48
1506,Washington Capitals,20182019,Eastern,Metropolitan,82,48,26,8,104,278,249,29
1507,New York Islanders,20182019,Eastern,Metropolitan,82,48,27,7,103,228,196,32
1508,Pittsburgh Penguins,20182019,Eastern,Metropolitan,82,44,26,12,100,273,241,32
1509,Carolina Hurricanes,20182019,Eastern,Metropolitan,82,46,29,7,99,245,223,22
1510,Columbus Blue Jackets,20182019,Eastern,Metropolitan,82,47,31,4,98,258,232,26
1511,Philadelphia Flyers,20182019,Eastern,Metropolitan,82,37,37,8,82,244,281,-37
1512,New York Rangers,20182019,Eastern,Metropolitan,82,32,36,14,78,227,272,-45
1513,New Jersey Devils,20182019,Eastern,Metropolitan,82,31,41,10,72,222,275,-53
1514,Tampa Bay Lightning,20182019,Eastern,Atlantic,82,62,16,4,128,325,222,103
1515,Boston Bruins,20182019,Eastern,Atlantic,82,49,24,9,107,259,215,44
1516,Toronto Maple Leafs,20182019,Eastern,Atlantic,82,46,28,8,100,286,251,35
1517,Montréal Canadiens,20182019,Eastern,Atlantic,82,44,30,8,96,249,236,13
1518,Florida Panthers,20182019,Eastern,Atlantic,82,36,32,14,86,267,280,-13
1519,Buffalo Sabres,20182019,Eastern,Atlantic,82,33,39,10,76,226,271,-45
1520,Detroit Red Wings,20182019,Eastern,Atlantic,82,32,40,10,74,227,277,-50
1521,Ottawa Senators,20182019,Eastern,Atlantic,82,29,47,6,64,242,302,-60
1522,Nashville Predators,20182019,Western,Central,82,47,29,6,100,240,214,26
1523,Winnipeg Jets,20182019,Western,Central,82,47,30,5,99,272,244,28
1524,St. Louis Blues,20182019,Western,Central,82,45,28,9,99,247,223,24
1525,Dallas Stars,20182019,Western,Central,82,43,32,7,93,210,202,8
1526,Colorado Avalanche,20182019,Western,Central,82,38,30,14,90,260,246,14
1527,Chicago Blackhawks,20182019,Western,Central,82,36,34,12,84,270,292,-22
1528,Minnesota Wild,20182019,Western,Central,82,37,36,9,83,211,237,-26
1529,Calgary Flames,20182019,Western,Pacific,82,50,25,7,107,289,227,62
1530,San Jose Sharks,20182019,Western,Pacific,82,46,27,9,101,289,261,28
1531,Vegas Golden Knights,20182019,Western,Pacific,82,43,32,7,93,249,230,19
1532,Arizona Coyotes,20182019,Western,Pacific,82,39,35,8,86,213,223,-10
1533,Vancouver Canucks,20182019,Western,Pacific,82,35,36,11,81,225,254,-29
1534,Anaheim Ducks,20182019,Western,Pacific,82,35,37,10,80,199,251,-52
1535,Edmonton Oilers,20182019,Western,Pacific,82,35,38,9,79,232,274,-42
1536,Los Angeles Kings,20182019,Western,Pacific,82,31,42,9,71,202,263,-61
1537,Washington Capitals,20192020,Eastern,Metropolitan,69,41,20,8,90,240,215,25
1538,Philadelphia Flyers,20192020,Eastern,Metropolitan,69,41,21,7,89,232,196,36
1539,Pittsburgh Penguins,20192020,Eastern,Metropolitan,69,40,23,6,86,224,196,28
1540,Carolina Hurricanes,20192020,Eastern,Metropolitan,68,38,25,5,81,222,193,29
1541,New York Islanders,20192020,Eastern,Metropolitan,68,35,23,10,80,192,193,-1
1542,Columbus Blue Jackets,20192020,Eastern,Metropolitan,70,33,22,15,81,180,187,-7
1543,New York Rangers,20192020,Eastern,Metropolitan,70,37,28,5,79,234,222,12
1544,New Jersey Devils,20192020,Eastern,Metropolitan,69,28,29,12,68,189,230,-41
1545,Boston Bruins,20192020,Eastern,Atlantic,70,44,14,12,100,227,174,53
1546,Tampa Bay Lightning,20192020,Eastern,Atlantic,70,43,21,6,92,245,195,50
1547,Toronto Maple Leafs,20192020,Eastern,Atlantic,70,36,25,9,81,238,227,11
1548,Florida Panthers,20192020,Eastern,Atlantic,69,35,26,8,78,231,228,3
1549,Montréal Canadiens,20192020,Eastern,Atlantic,71,31,31,9,71,212,221,-9
1550,Buffalo Sabres,20192020,Eastern,Atlantic,69,30,31,8,68,195,217,-22
1551,Ottawa Senators,20192020,Eastern,Atlantic,71,25,34,12,62,191,243,-52
1552,Detroit Red Wings,20192020,Eastern,Atlantic,71,17,49,5,39,145,267,-122
1553,St. Louis Blues,20192020,Western,Central,71,42,19,10,94,225,193,32
1554,Colorado Avalanche,20192020,Western,Central,70,42,20,8,92,237,191,46
1555,Dallas Stars,20192020,Western,Central,69,37,24,8,82,180,177,3
1556,Nashville Predators,20192020,Western,Central,69,35,26,8,78,215,217,-2
1557,Winnipeg Jets,20192020,Western,Central,71,37,28,6,80,216,203,13
1558,Minnesota Wild,20192020,Western,Central,69,35,27,7,77,220,220,0
1559,Chicago Blackhawks,20192020,Western,Central,70,32,30,8,72,212,218,-6
1560,Vegas Golden Knights,20192020,Western,Pacific,71,39,24,8,86,227,211,16
1561,Edmonton Oilers,20192020,Western,Pacific,71,37,25,9,83,225,217,8
1562,Vancouver Canucks,20192020,Western,Pacific,69,36,27,6,78,228,217,11
1563,Calgary Flames,20192020,Western,Pacific,70,36,27,7,79,210,215,-5
1564,Arizona Coyotes,20192020,Western,Pacific,70,33,29,8,74,195,187,8
1565,Anaheim Ducks,20192020,Western,Pacific,71,29,33,9,67,187,226,-39
1566,Los Angeles Kings,20192020,Western,Pacific,70,29,35,6,64,178,212,-34
1567,San Jose Sharks,20192020,Western,Pacific,70,29,36,5,63,182,226,-44
1568,Colorado Avalanche,20202021,,Honda West,56,39,13,4,82,197,133,64
1569,Vegas Golden Knights,20202021,,Honda West,56,40,14,2,82,191,124,67
1570,Minnesota Wild,20202021,,Honda West,56,35,16,5,75,181,160,21
1571,St. Louis Blues,20202021,,Honda West,56,27,20,9,63,169,170,-1
1572,Arizona Coyotes,20202021,,Honda West,56,24,26,6,54,153,176,-23
1573,Los Angeles Kings,20202021,,Honda West,56,21,28,7,49,143,170,-27
1574,San Jose Sharks,20202021,,Honda West,56,21,28,7,49,151,199,-48
1575,Anaheim Ducks,20202021,,Honda West,56,17,30,9,43,126,179,-53
1576,Carolina Hurricanes,20202021,,Discover Central,56,36,12,8,80,179,136,43
1577,Florida Panthers,20202021,,Discover Central,56,37,14,5,79,189,153,36
1578,Tampa Bay Lightning,20202021,,Discover Central,56,36,17,3,75,181,147,34
1579,Nashville Predators,20202021,,Discover Central,56,31,23,2,64,156,154,2
1580,Dallas Stars,20202021,,Discover Central,56,23,19,14,60,158,154,4
1581,Chicago Blackhawks,20202021,,Discover Central,56,24,25,7,55,161,186,-25
1582,Detroit Red Wings,20202021,,Discover Central,56,19,27,10,48,127,171,-44
1583,Columbus Blue Jackets,20202021,,Discover Central,56,18,26,12,48,137,187,-50
1584,Pittsburgh Penguins,20202021,,MassMutual East,56,37,16,3,77,196,156,40
1585,Washington Capitals,20202021,,MassMutual East,56,36,15,5,77,191,163,28
1586,Boston Bruins,20202021,,MassMutual East,56,33,16,7,73,168,136,32
1587,New York Islanders,20202021,,MassMutual East,56,32,17,7,71,156,128,28
1588,New York Rangers,20202021,,MassMutual East,56,27,23,6,60,177,157,20
1589,Philadelphia Flyers,20202021,,MassMutual East,56,25,23,8,58,163,201,-38
1590,New Jersey Devils,20202021,,MassMutual East,56,19,30,7,45,145,194,-49
1591,Buffalo Sabres,20202021,,MassMutual East,56,15,34,7,37,138,199,-61
1592,Toronto Maple Leafs,20202021,,Scotia North,56,35,14,7,77,187,148,39
1593,Edmonton Oilers,20202021,,Scotia North,56,35,19,2,72,183,154,29
1594,Winnipeg Jets,20202021,,Scotia North,56,30,23,3,63,170,154,16
1595,Montréal Canadiens,20202021,,Scotia North,56,24,21,11,59,159,168,-9
1596,Calgary Flames,20202021,,Scotia North,56,26,27,3,55,156,161,-5
1597,Ottawa Senators,20202021,,Scotia North,56,23,28,5,51,157,190,-33
1598,Vancouver Canucks,20202021,,Scotia North,56,23,29,4,50,151,188,-37
